,epoch,loss,accuracy,val_loss,val_accuracy
53,54.0,1.8616849439484733,0.13576858108108109,1.8603756725788116,0.15384615384615385
54,55.0,1.8603287168911524,0.1373974420849421,1.8695403933525085,0.15204326923076922
55,56.0,1.8606222782816206,0.1390263030888031,1.8576152920722961,0.1805889423076923
56,57.0,1.8598482353346688,0.1365830115830116,1.8640642762184143,0.15775240384615385
57,58.0,1.8618554047175817,0.13332528957528958,1.8624774515628815,0.15775240384615385
58,59.0,1.8602748768670219,0.1365830115830116,1.862613469362259,0.1463341346153846
59,60.0,1.8602173328399658,0.13851351351351351,1.8625869750976562,0.16346153846153846
60,61.0,1.8600861515317644,0.137699083011583,1.8585718274116516,0.1805889423076923
61,62.0,1.859647478376116,0.137699083011583,1.8605406880378723,0.16917067307692307
62,63.0,1.8619521345411028,0.1352557915057915,1.8582525849342346,0.16346153846153846
63,64.0,1.8602967006819588,0.1368846525096525,1.869581699371338,0.16346153846153846
64,65.0,1.8610643999917167,0.137699083011583,1.8660520911216736,0.15204326923076922
65,66.0,1.859837761947087,0.13851351351351351,1.854567974805832,0.1748798076923077
66,67.0,1.8624364393098014,0.1352557915057915,1.858357697725296,0.1748798076923077
67,68.0,1.8607376302991594,0.13851351351351351,1.8649031221866608,0.16346153846153846
68,69.0,1.8613613162721907,0.136070222007722,1.8623280823230743,0.16917067307692307
69,70.0,1.8584991352898734,0.13851351351351351,1.857739508152008,0.1748798076923077
70,71.0,1.8603617208344596,0.1368846525096525,1.8644315302371979,0.15204326923076922
71,72.0,1.8622127856527055,0.1336269305019305,1.8679386973381042,0.15775240384615385
72,73.0,1.8609804851668221,0.136070222007722,1.858987182378769,0.16917067307692307
73,74.0,1.860652812889644,0.136070222007722,1.858043909072876,0.15775240384615385
74,75.0,1.859992265701294,0.1352557915057915,1.8661244213581085,0.16346153846153846
75,76.0,1.8609057068824768,0.136070222007722,1.8720966577529907,0.1463341346153846
76,77.0,1.861605099269322,0.134441361003861,1.8613037467002869,0.16917067307692307
77,78.0,1.859761348792485,0.13881515444015444,1.8640532493591309,0.16917067307692307
78,79.0,1.8599484137126379,0.13718629343629343,1.8650274276733398,0.15204326923076922
79,80.0,1.8603233524731226,0.13881515444015444,1.8686766922473907,0.16917067307692307
80,81.0,1.8594583102634974,0.13637186293436293,1.8680478930473328,0.15204326923076922
81,82.0,1.8599855559212821,0.1399312258687259,1.8566361963748932,0.16917067307692307
82,83.0,1.8597676157951355,0.13911679536679536,1.864246904850006,0.15204326923076922
